Policy Type Name,a_group,Insured'S Gender,perfecture_name,address Count
Medical,23-30,1,Wakayama,7
Medical,23-30,1,Yamagata,6
Medical,23-30,1,Yamaguchi,11
Medical,23-30,1,Yamanashi,4
Medical,23-30,2,Aichi,21
Medical,23-30,2,Akita,3
Medical,23-30,2,Aomori,2
Medical,23-30,2,Chiba,21
Medical,23-30,2,Ehime,9
Medical,23-30,2,Fukui,1
Medical,23-30,2,Fukuoka,14
Medical,23-30,2,Fukushima,9
Medical,23-30,2,Gifu,5
Medical,23-30,2,Gunma,8
Medical,23-30,2,Hiroshima,9
Medical,23-30,2,Hokkaido,18
Medical,23-30,2,Hyōgo,15
Medical,23-30,2,Ibaraki,6
Medical,23-30,2,Ishikawa,8
Medical,23-30,2,Kagawa,8
Medical,23-30,2,Kagoshima,11
Medical,23-30,2,Kanagawa,36
Medical,23-30,2,Kochi,2
Medical,23-30,2,Kumamoto,3
Medical,23-30,2,Kyoto,8
Medical,23-30,2,Mie,2
Medical,23-30,2,Miyagi,10
Medical,23-30,2,Miyazaki,4
Medical,23-30,2,Nagano,13
Medical,23-30,2,Naoasaki,5
Medical,23-30,2,Nara,3
Medical,23-30,2,Niigata,10
Medical,23-30,2,Oita,4
Medical,23-30,2,Okayama,2
Medical,23-30,2,Okinawa,5
Medical,23-30,2,Osaka,26
Medical,23-30,2,Saga,2
Medical,23-30,2,Saitama,19
Medical,23-30,2,Shiga,2
Medical,23-30,2,Shizuoka,2
Medical,23-30,2,Tochigi,7
Medical,23-30,2,Tokyo,64
Medical,23-30,2,Tottori,1
Medical,23-30,2,Toyama,3
Medical,23-30,2,Wakayama,1
Medical,23-30,2,Yamagata,2
Medical,23-30,2,Yamaguchi,11
Medical,23-30,2,Yamanashi,3
Medical,31-40,1,Aichi,79
Medical,31-40,1,Akita,7
Medical,31-40,1,Aomori,19
Medical,31-40,1,Chiba,70
Medical,31-40,1,Ehime,22
Medical,31-40,1,Fukui,12
Medical,31-40,1,Fukuoka,59
Medical,31-40,1,Fukushima,18
Medical,31-40,1,Gifu,25
Medical,31-40,1,Gunma,28
Medical,31-40,1,Hiroshima,27
Medical,31-40,1,Hokkaido,73
Medical,31-40,1,Hyōgo,39
Medical,31-40,1,Ibaraki,43
Medical,31-40,1,Ishikawa,13
Medical,31-40,1,Kagawa,16
Medical,31-40,1,Kagoshima,31
Medical,31-40,1,Kanagawa,101
Medical,31-40,1,Kochi,9
Medical,31-40,1,Kumamoto,30
Medical,31-40,1,Kyoto,21
Medical,31-40,1,Mie,27
Medical,31-40,1,Miyagi,29
Medical,31-40,1,Miyazaki,21
Medical,31-40,1,Nagano,36
Medical,31-40,1,Naoasaki,4
Medical,31-40,1,Nara,12
Medical,31-40,1,Niigata,21
Medical,31-40,1,Oita,9
Medical,31-40,1,Okayama,21
Medical,31-40,1,Okinawa,12
Medical,31-40,1,Osaka,95
Medical,31-40,1,Saga,3
Medical,31-40,1,Saitama,73
Medical,31-40,1,Shiga,15
Medical,31-40,1,Shimane,2
Medical,31-40,1,Shizuoka,42
Medical,31-40,1,Tochigi,14
Medical,31-40,1,Tokushima,14
Medical,31-40,1,Tokyo,173
Medical,31-40,1,Tottori,4
Medical,31-40,1,Toyama,20
Medical,31-40,1,Wakayama,18
Medical,31-40,1,Yamagata,11
Medical,31-40,1,Yamaguchi,19
Medical,31-40,1,Yamanashi,8
Medical,31-40,2,Aichi,52
Medical,31-40,2,Akita,8
Medical,31-40,2,Aomori,11
Medical,31-40,2,Chiba,45
Medical,31-40,2,Ehime,16
Medical,31-40,2,Fukui,5
Medical,31-40,2,Fukuoka,33
Medical,31-40,2,Fukushima,18
Medical,31-40,2,Gifu,11
Medical,31-40,2,Gunma,9
Medical,31-40,2,Hiroshima,21
Medical,31-40,2,Hokkaido,39
Medical,31-40,2,Hyōgo,45
Medical,31-40,2,Ibaraki,27
Medical,31-40,2,Ishikawa,12
Medical,31-40,2,Kagawa,7
Medical,31-40,2,Kagoshima,19
Medical,31-40,2,Kanagawa,75
Medical,31-40,2,Kochi,5
Medical,31-40,2,Kumamoto,17
Medical,31-40,2,Kyoto,15
Medical,31-40,2,Mie,12
Medical,31-40,2,Miyagi,27
Medical,31-40,2,Miyazaki,8
Medical,31-40,2,Nagano,9
Medical,31-40,2,Naoasaki,5
Medical,31-40,2,Nara,12
Medical,31-40,2,Niigata,12
Medical,31-40,2,Oita,10
Medical,31-40,2,Okayama,10
Medical,31-40,2,Okinawa,7
Medical,31-40,2,Osaka,51
Medical,31-40,2,Saga,6
Medical,31-40,2,Saitama,42
Medical,31-40,2,Shiga,10
Medical,31-40,2,Shimane,1
Medical,31-40,2,Shizuoka,16
Medical,31-40,2,Tochigi,15
Medical,31-40,2,Tokushima,5
Medical,31-40,2,Tokyo,113
Medical,31-40,2,Tottori,4
Medical,31-40,2,Toyama,6
Medical,31-40,2,Wakayama,7
Medical,31-40,2,Yamagata,7
Medical,31-40,2,Yamaguchi,19
Medical,31-40,2,Yamanashi,5
Medical,41-50,1,Aichi,132
Medical,41-50,1,Akita,23
Medical,41-50,1,Aomori,37
Medical,41-50,1,Chiba,113
Medical,41-50,1,Ehime,29
Medical,41-50,1,Fukui,29
Medical,41-50,1,Fukuoka,124
Medical,41-50,1,Fukushima,36
Medical,41-50,1,Gifu,31
Medical,41-50,1,Gunma,25
Medical,41-50,1,Hiroshima,55
Medical,41-50,1,Hokkaido,132
Medical,41-50,1,Hyōgo,81
Medical,41-50,1,Ibaraki,51
Medical,41-50,1,Ishikawa,35
Medical,41-50,1,Kagawa,22
Medical,41-50,1,Kagoshima,55
Medical,41-50,1,Kanagawa,152
Medical,41-50,1,Kochi,17
Medical,41-50,1,Kumamoto,57
Medical,41-50,1,Kyoto,47
Medical,41-50,1,Mie,31
Medical,41-50,1,Miyagi,50
Medical,41-50,1,Miyazaki,34
Medical,41-50,1,Nagano,47
Medical,41-50,1,Naoasaki,19
Medical,41-50,1,Nara,22
Medical,41-50,1,Niigata,59
Medical,41-50,1,Oita,26
Medical,41-50,1,Okayama,27
Medical,41-50,1,Okinawa,16
Medical,41-50,1,Osaka,135
Medical,41-50,1,Saga,11
Medical,41-50,1,Saitama,105
Medical,41-50,1,Shiga,13
Medical,41-50,1,Shimane,5
Medical,41-50,1,Shizuoka,66
Medical,41-50,1,Tochigi,40
Medical,41-50,1,Tokushima,14
Medical,41-50,1,Tokyo,250
Medical,41-50,1,Tottori,13
Medical,41-50,1,Toyama,40
Medical,41-50,1,Wakayama,16
Medical,41-50,1,Yamagata,35
Medical,41-50,1,Yamaguchi,41
Medical,41-50,1,Yamanashi,18
Medical,41-50,2,Aichi,68
Medical,41-50,2,Akita,14
Medical,41-50,2,Aomori,15
Medical,41-50,2,Chiba,57
Medical,41-50,2,Ehime,21
Medical,41-50,2,Fukui,15
Medical,41-50,2,Fukuoka,53
Medical,41-50,2,Fukushima,16
Medical,41-50,2,Gifu,14
Medical,41-50,2,Gunma,25
Medical,41-50,2,Hiroshima,25
Medical,41-50,2,Hokkaido,83
Medical,41-50,2,Hyōgo,49
Medical,41-50,2,Ibaraki,21
Medical,41-50,2,Ishikawa,21
Medical,41-50,2,Kagawa,13
Medical,41-50,2,Kagoshima,20
Medical,41-50,2,Kanagawa,108
Medical,41-50,2,Kochi,5
Medical,41-50,2,Kumamoto,24
Medical,41-50,2,Kyoto,14
Medical,41-50,2,Mie,21
Medical,41-50,2,Miyagi,22
Medical,41-50,2,Miyazaki,16
Medical,41-50,2,Nagano,24
Medical,41-50,2,Naoasaki,15
Medical,41-50,2,Nara,20
Medical,41-50,2,Niigata,24
Medical,41-50,2,Oita,9
Medical,41-50,2,Okayama,21
Medical,41-50,2,Okinawa,4
Medical,41-50,2,Osaka,71
Medical,41-50,2,Saga,6
Medical,41-50,2,Saitama,72
Medical,41-50,2,Shiga,10
Medical,41-50,2,Shimane,6
Medical,41-50,2,Shizuoka,34
Medical,41-50,2,Tochigi,14
Medical,41-50,2,Tokushima,7
Medical,41-50,2,Tokyo,142
Medical,41-50,2,Tottori,2
Medical,41-50,2,Toyama,12
Medical,41-50,2,Wakayama,10
Medical,41-50,2,Yamagata,10
Medical,41-50,2,Yamaguchi,25
Medical,41-50,2,Yamanashi,3
Medical,51-60,1,Aichi,215
Medical,51-60,1,Akita,45
Medical,51-60,1,Aomori,54
Medical,51-60,1,Chiba,162
Medical,51-60,1,Ehime,66
Medical,51-60,1,Fukui,34
Medical,51-60,1,Fukuoka,204
Medical,51-60,1,Fukushima,59
Medical,51-60,1,Gifu,63
Medical,51-60,1,Gunma,56
Medical,51-60,1,Hiroshima,66
Medical,51-60,1,Hokkaido,217
Medical,51-60,1,Hyōgo,115
Medical,51-60,1,Ibaraki,126
Medical,51-60,1,Ishikawa,65
Medical,51-60,1,Kagawa,54
Medical,51-60,1,Kagoshima,69
Medical,51-60,1,Kanagawa,305
Medical,51-60,1,Kochi,40
Medical,51-60,1,Kumamoto,81
Medical,51-60,1,Kyoto,76
Medical,51-60,1,Mie,74
Medical,51-60,1,Miyagi,79
Medical,51-60,1,Miyazaki,54
Medical,51-60,1,Nagano,75
Medical,51-60,1,Naoasaki,42
Medical,51-60,1,Nara,46
Medical,51-60,1,Niigata,79
Medical,51-60,1,Oita,49
Medical,51-60,1,Okayama,60
Medical,51-60,1,Okinawa,9
Medical,51-60,1,Osaka,295
Medical,51-60,1,Saga,30
Medical,51-60,1,Saitama,210
Medical,51-60,1,Shiga,29
Medical,51-60,1,Shimane,9
Medical,51-60,1,Shizuoka,102
Medical,51-60,1,Tochigi,59
Medical,51-60,1,Tokushima,20
Medical,51-60,1,Tokyo,480
Medical,51-60,1,Tottori,25
Medical,51-60,1,Toyama,53
Medical,51-60,1,Wakayama,46
Medical,51-60,1,Yamagata,44
Medical,51-60,1,Yamaguchi,72
Medical,51-60,1,Yamanashi,25
Medical,51-60,2,Aichi,79
Medical,51-60,2,Akita,15
Medical,51-60,2,Aomori,14
Medical,51-60,2,Chiba,89
Medical,51-60,2,Ehime,33
Medical,51-60,2,Fukui,19
Medical,51-60,2,Fukuoka,83
Medical,51-60,2,Fukushima,30
Medical,51-60,2,Gifu,28
Medical,51-60,2,Gunma,22
Medical,51-60,2,Hiroshima,41
Medical,51-60,2,Hokkaido,90
Medical,51-60,2,Hyōgo,62
Medical,51-60,2,Ibaraki,41
Medical,51-60,2,Ishikawa,27
Medical,51-60,2,Kagawa,28
Medical,51-60,2,Kagoshima,35
Medical,51-60,2,Kanagawa,135
Medical,51-60,2,Kochi,14
Medical,51-60,2,Kumamoto,40
Medical,51-60,2,Kyoto,43
Medical,51-60,2,Mie,18
Medical,51-60,2,Miyagi,36
Medical,51-60,2,Miyazaki,20
Medical,51-60,2,Nagano,26
Medical,51-60,2,Naoasaki,21
Medical,51-60,2,Nara,17
Medical,51-60,2,Niigata,29
Medical,51-60,2,Oita,25
Medical,51-60,2,Okayama,23
Medical,51-60,2,Okinawa,5
Medical,51-60,2,Osaka,118
Medical,51-60,2,Saga,14
Medical,51-60,2,Saitama,96
Medical,51-60,2,Shiga,14
Medical,51-60,2,Shimane,2
Medical,51-60,2,Shizuoka,46
Medical,51-60,2,Tochigi,35
Medical,51-60,2,Tokushima,12
Medical,51-60,2,Tokyo,205
Medical,51-60,2,Tottori,9
Medical,51-60,2,Toyama,25
Medical,51-60,2,Wakayama,20
Medical,51-60,2,Yamagata,13
Medical,51-60,2,Yamaguchi,35
Medical,51-60,2,Yamanashi,7
Medical,61-64,1,Aichi,90
Medical,61-64,1,Akita,21
Medical,61-64,1,Aomori,21
Medical,61-64,1,Chiba,72
Medical,61-64,1,Ehime,19
Medical,61-64,1,Fukui,18
Medical,61-64,1,Fukuoka,86
Medical,61-64,1,Fukushima,30
Medical,61-64,1,Gifu,35
Medical,61-64,1,Gunma,21
Medical,61-64,1,Hiroshima,43
Medical,61-64,1,Hokkaido,89
Medical,61-64,1,Hyōgo,75
Medical,61-64,1,Ibaraki,47
Medical,61-64,1,Ishikawa,17
Medical,61-64,1,Kagawa,21
Medical,61-64,1,Kagoshima,36
Medical,61-64,1,Kanagawa,164
Medical,61-64,1,Kochi,6
Medical,61-64,1,Kumamoto,35
Medical,61-64,1,Kyoto,35
Medical,61-64,1,Mie,38
Medical,61-64,1,Miyagi,28
Medical,61-64,1,Miyazaki,23
Medical,61-64,1,Nagano,30
Medical,61-64,1,Naoasaki,11
Medical,61-64,1,Nara,18
Medical,61-64,1,Niigata,43
Medical,61-64,1,Oita,20
Medical,61-64,1,Okayama,30
Medical,61-64,1,Okinawa,4
Medical,61-64,1,Osaka,132
Medical,61-64,1,Saga,6
Medical,61-64,1,Saitama,114
Medical,61-64,1,Shiga,9
Medical,61-64,1,Shimane,6
Medical,61-64,1,Shizuoka,52
Medical,61-64,1,Tochigi,30
Medical,61-64,1,Tokushima,13
Medical,61-64,1,Tokyo,201
Medical,61-64,1,Tottori,7
Medical,61-64,1,Toyama,20
Medical,61-64,1,Wakayama,17
Medical,61-64,1,Yamagata,18
Medical,61-64,1,Yamaguchi,35
Medical,61-64,1,Yamanashi,13
Medical,61-64,2,Aichi,36
Medical,61-64,2,Akita,9
Medical,61-64,2,Aomori,2
Medical,61-64,2,Chiba,38
Medical,61-64,2,Ehime,11
Medical,61-64,2,Fukui,7
Medical,61-64,2,Fukuoka,40
Medical,61-64,2,Fukushima,12
Medical,61-64,2,Gifu,12
Medical,61-64,2,Gunma,18
Medical,61-64,2,Hiroshima,17
Medical,61-64,2,Hokkaido,40
Medical,61-64,2,Hyōgo,29
Medical,61-64,2,Ibaraki,18
Medical,61-64,2,Ishikawa,13
Medical,61-64,2,Kagawa,9
Medical,61-64,2,Kagoshima,24
Medical,61-64,2,Kanagawa,60
Medical,61-64,2,Kochi,5
Medical,61-64,2,Kumamoto,14
Medical,61-64,2,Kyoto,18
Medical,61-64,2,Mie,14
Medical,61-64,2,Miyagi,13
Medical,61-64,2,Miyazaki,14
Medical,61-64,2,Nagano,17
Medical,61-64,2,Naoasaki,11
Medical,61-64,2,Nara,9
Medical,61-64,2,Niigata,18
Medical,61-64,2,Oita,9
Medical,61-64,2,Okayama,14
Medical,61-64,2,Okinawa,3
Medical,61-64,2,Osaka,57
Medical,61-64,2,Saga,4
Medical,61-64,2,Saitama,38
Medical,61-64,2,Shiga,4
Medical,61-64,2,Shimane,2
Medical,61-64,2,Shizuoka,22
Medical,61-64,2,Tochigi,4
Medical,61-64,2,Tokushima,6
Medical,61-64,2,Tokyo,111
Medical,61-64,2,Tottori,3
Medical,61-64,2,Toyama,6
Medical,61-64,2,Wakayama,12
Medical,61-64,2,Yamagata,6
Medical,61-64,2,Yamaguchi,8
Medical,61-64,2,Yamanashi,3
Medical,greater than 64,1,Aichi,86
Medical,greater than 64,1,Akita,25
Medical,greater than 64,1,Aomori,20
Medical,greater than 64,1,Chiba,94
Medical,greater than 64,1,Ehime,27
Medical,greater than 64,1,Fukui,19
Medical,greater than 64,1,Fukuoka,98
Medical,greater than 64,1,Fukushima,31
Medical,greater than 64,1,Gifu,12
Medical,greater than 64,1,Gunma,42
Medical,greater than 64,1,Hiroshima,40
Medical,greater than 64,1,Hokkaido,106
Medical,greater than 64,1,Hyōgo,70
Medical,greater than 64,1,Ibaraki,37
Medical,greater than 64,1,Ishikawa,17
Medical,greater than 64,1,Kagawa,24
Medical,greater than 64,1,Kagoshima,39
Medical,greater than 64,1,Kanagawa,134
Medical,greater than 64,1,Kochi,6
Medical,greater than 64,1,Kumamoto,39
Medical,greater than 64,1,Kyoto,40
Medical,greater than 64,1,Mie,34
Medical,greater than 64,1,Miyagi,38
Medical,greater than 64,1,Miyazaki,41
Medical,greater than 64,1,Nagano,31
Medical,greater than 64,1,Naoasaki,15
Medical,greater than 64,1,Nara,21
Medical,greater than 64,1,Niigata,21
Medical,greater than 64,1,Oita,19
Medical,greater than 64,1,Okayama,42
Medical,greater than 64,1,Okinawa,4
Medical,greater than 64,1,Osaka,113
Medical,greater than 64,1,Saga,10
Medical,greater than 64,1,Saitama,122
Medical,greater than 64,1,Shiga,16
Medical,greater than 64,1,Shimane,5
Medical,greater than 64,1,Shizuoka,50
Medical,greater than 64,1,Tochigi,41
Medical,greater than 64,1,Tokushima,14
Medical,greater than 64,1,Tokyo,238
Medical,greater than 64,1,Tottori,14
Medical,greater than 64,1,Toyama,23
Medical,greater than 64,1,Wakayama,10
Medical,greater than 64,1,Yamagata,24
Medical,greater than 64,1,Yamaguchi,46
Medical,greater than 64,1,Yamanashi,8
Medical,greater than 64,2,Aichi,40
Medical,greater than 64,2,Akita,7
Medical,greater than 64,2,Aomori,12
Medical,greater than 64,2,Chiba,57
Medical,greater than 64,2,Ehime,19
Medical,greater than 64,2,Fukui,14
Medical,greater than 64,2,Fukuoka,48
Medical,greater than 64,2,Fukushima,13
Medical,greater than 64,2,Gifu,17
Medical,greater than 64,2,Gunma,25
Medical,greater than 64,2,Hiroshima,26
Medical,greater than 64,2,Hokkaido,48
Medical,greater than 64,2,Hyōgo,35
Medical,greater than 64,2,Ibaraki,24
Medical,greater than 64,2,Ishikawa,13
Medical,greater than 64,2,Kagawa,7
Medical,greater than 64,2,Kagoshima,17
Medical,greater than 64,2,Kanagawa,82
Medical,greater than 64,2,Kochi,8
Medical,greater than 64,2,Kumamoto,16
Medical,greater than 64,2,Kyoto,25
Medical,greater than 64,2,Mie,18
Medical,greater than 64,2,Miyagi,13
Medical,greater than 64,2,Miyazaki,17
Medical,greater than 64,2,Nagano,16
Medical,greater than 64,2,Naoasaki,10
Medical,greater than 64,2,Nara,8
Medical,greater than 64,2,Niigata,21
Medical,greater than 64,2,Oita,12
Medical,greater than 64,2,Okayama,19
Medical,greater than 64,2,Okinawa,3
Medical,greater than 64,2,Osaka,66
Medical,greater than 64,2,Saga,7
Medical,greater than 64,2,Saitama,59
Medical,greater than 64,2,Shiga,6
Medical,greater than 64,2,Shimane,3
Medical,greater than 64,2,Shizuoka,35
Medical,greater than 64,2,Tochigi,22
Medical,greater than 64,2,Tokushima,5
Medical,greater than 64,2,Tokyo,111
Medical,greater than 64,2,Tottori,1
Medical,greater than 64,2,Toyama,19
Medical,greater than 64,2,Wakayama,8
Medical,greater than 64,2,Yamagata,8
Medical,greater than 64,2,Yamaguchi,13
Medical,greater than 64,2,Yamanashi,4
M.I.P,18-22,1,Hokkaido,1
M.I.P,18-22,1,Kumamoto,1
M.I.P,18-22,1,Osaka,1
M.I.P,18-22,1,Saitama,1
M.I.P,23-30,1,Aichi,7
M.I.P,23-30,1,Aomori,1
M.I.P,23-30,1,Chiba,1
M.I.P,23-30,1,Ehime,1
M.I.P,23-30,1,Fukuoka,6
M.I.P,23-30,1,Fukushima,1
M.I.P,23-30,1,Gifu,4
M.I.P,23-30,1,Gunma,2
M.I.P,23-30,1,Hiroshima,1
M.I.P,23-30,1,Hokkaido,5
M.I.P,23-30,1,Hyōgo,5
M.I.P,23-30,1,Kagawa,1
M.I.P,23-30,1,Kagoshima,3
M.I.P,23-30,1,Kanagawa,5
M.I.P,23-30,1,Kumamoto,1
M.I.P,23-30,1,Mie,2
M.I.P,23-30,1,Miyagi,2
M.I.P,23-30,1,Miyazaki,1
M.I.P,23-30,1,Naoasaki,1
M.I.P,23-30,1,Nara,1
M.I.P,23-30,1,Niigata,3
M.I.P,23-30,1,Okinawa,1
M.I.P,23-30,1,Osaka,2
M.I.P,23-30,1,Saitama,6
M.I.P,23-30,1,Shizuoka,5
M.I.P,23-30,1,Tochigi,2
M.I.P,23-30,1,Tokyo,5
M.I.P,23-30,1,Tottori,1
M.I.P,23-30,1,Toyama,5
M.I.P,23-30,1,Wakayama,2
M.I.P,23-30,1,Yamagata,1
M.I.P,23-30,1,Yamaguchi,3
M.I.P,23-30,2,Fukuoka,1
M.I.P,23-30,2,Kanagawa,1
M.I.P,23-30,2,Kyoto,1
M.I.P,23-30,2,Nagano,1
M.I.P,31-40,1,Aichi,21
M.I.P,31-40,1,Akita,2
M.I.P,31-40,1,Aomori,1
M.I.P,31-40,1,Chiba,11
M.I.P,31-40,1,Ehime,6
M.I.P,31-40,1,Fukui,2
M.I.P,31-40,1,Fukuoka,18
M.I.P,31-40,1,Fukushima,5
M.I.P,31-40,1,Gifu,6
M.I.P,31-40,1,Gunma,7
M.I.P,31-40,1,Hiroshima,12
M.I.P,31-40,1,Hokkaido,15
M.I.P,31-40,1,Hyōgo,14
M.I.P,31-40,1,Ibaraki,7
M.I.P,31-40,1,Ishikawa,3
M.I.P,31-40,1,Kagawa,5
M.I.P,31-40,1,Kagoshima,3
M.I.P,31-40,1,Kanagawa,36
M.I.P,31-40,1,Kochi,2
M.I.P,31-40,1,Kumamoto,5
M.I.P,31-40,1,Kyoto,7
M.I.P,31-40,1,Mie,6
M.I.P,31-40,1,Miyagi,10
M.I.P,31-40,1,Miyazaki,2
M.I.P,31-40,1,Nagano,8
M.I.P,31-40,1,Naoasaki,2
M.I.P,31-40,1,Nara,1
M.I.P,31-40,1,Niigata,9
M.I.P,31-40,1,Okayama,4
M.I.P,31-40,1,Osaka,13
M.I.P,31-40,1,Saga,2
M.I.P,31-40,1,Saitama,19
M.I.P,31-40,1,Shizuoka,12
M.I.P,31-40,1,Tochigi,3
M.I.P,31-40,1,Tokushima,2
M.I.P,31-40,1,Tokyo,38
M.I.P,31-40,1,Tottori,2
M.I.P,31-40,1,Toyama,4
M.I.P,31-40,1,Wakayama,2
M.I.P,31-40,1,Yamagata,2
M.I.P,31-40,1,Yamaguchi,4
M.I.P,31-40,1,Yamanashi,2
M.I.P,31-40,2,Akita,1
M.I.P,31-40,2,Aomori,1
M.I.P,31-40,2,Fukushima,1
M.I.P,31-40,2,Ishikawa,4
M.I.P,31-40,2,Kagawa,2
M.I.P,31-40,2,Kagoshima,1
M.I.P,31-40,2,Kumamoto,1
M.I.P,31-40,2,Kyoto,1
M.I.P,31-40,2,Miyagi,2
M.I.P,31-40,2,Okinawa,1
M.I.P,31-40,2,Saga,1
M.I.P,31-40,2,Tochigi,1
M.I.P,31-40,2,Tokyo,5
M.I.P,31-40,2,Yamaguchi,1
M.I.P,41-50,1,Aichi,33
M.I.P,41-50,1,Akita,3
M.I.P,41-50,1,Aomori,2
M.I.P,41-50,1,Chiba,9
M.I.P,41-50,1,Ehime,2
M.I.P,41-50,1,Fukui,2
M.I.P,41-50,1,Fukuoka,30
M.I.P,41-50,1,Fukushima,4
M.I.P,41-50,1,Gifu,4
M.I.P,41-50,1,Gunma,5
M.I.P,41-50,1,Hiroshima,7
M.I.P,41-50,1,Hokkaido,20
M.I.P,41-50,1,Hyōgo,13
M.I.P,41-50,1,Ibaraki,4
M.I.P,41-50,1,Ishikawa,3
M.I.P,41-50,1,Kagawa,4
M.I.P,41-50,1,Kagoshima,5
M.I.P,41-50,1,Kanagawa,28
M.I.P,41-50,1,Kochi,1
M.I.P,41-50,1,Kumamoto,6
M.I.P,41-50,1,Kyoto,4
M.I.P,41-50,1,Mie,5
M.I.P,41-50,1,Miyagi,9
M.I.P,41-50,1,Miyazaki,9
M.I.P,41-50,1,Nagano,3
M.I.P,41-50,1,Naoasaki,1
M.I.P,41-50,1,Nara,3
M.I.P,41-50,1,Niigata,5
M.I.P,41-50,1,Oita,2
M.I.P,41-50,1,Okayama,2
M.I.P,41-50,1,Okinawa,3
M.I.P,41-50,1,Osaka,19
M.I.P,41-50,1,Saga,2
M.I.P,41-50,1,Saitama,23
M.I.P,41-50,1,Shiga,3
M.I.P,41-50,1,Shizuoka,7
M.I.P,41-50,1,Tochigi,5
M.I.P,41-50,1,Tokyo,41
M.I.P,41-50,1,Toyama,2
M.I.P,41-50,1,Wakayama,1
M.I.P,41-50,1,Yamagata,6
M.I.P,41-50,1,Yamaguchi,4
M.I.P,41-50,1,Yamanashi,2
M.I.P,41-50,2,Aichi,1
M.I.P,41-50,2,Aomori,1
M.I.P,41-50,2,Chiba,1
M.I.P,41-50,2,Fukuoka,2
M.I.P,41-50,2,Hokkaido,1
M.I.P,41-50,2,Ibaraki,1
M.I.P,41-50,2,Kanagawa,2
M.I.P,41-50,2,Kochi,1
M.I.P,41-50,2,Kumamoto,1
M.I.P,41-50,2,Mie,1
M.I.P,41-50,2,Naoasaki,1
M.I.P,41-50,2,Niigata,1
M.I.P,41-50,2,Okinawa,1
M.I.P,41-50,2,Osaka,3
M.I.P,41-50,2,Shizuoka,1
M.I.P,41-50,2,Tokyo,1
M.I.P,41-50,2,Yamanashi,2
M.I.P,51-60,1,Aichi,1
M.I.P,51-60,1,Akita,3
M.I.P,51-60,1,Aomori,4
M.I.P,51-60,1,Chiba,9
M.I.P,51-60,1,Ehime,3
M.I.P,51-60,1,Fukui,2
M.I.P,51-60,1,Fukuoka,5
M.I.P,51-60,1,Fukushima,2
M.I.P,51-60,1,Gifu,3
M.I.P,51-60,1,Gunma,3
M.I.P,51-60,1,Hiroshima,4
M.I.P,51-60,1,Hokkaido,10
M.I.P,51-60,1,Hyōgo,11
M.I.P,51-60,1,Ibaraki,7
M.I.P,51-60,1,Ishikawa,3
M.I.P,51-60,1,Kagawa,3
M.I.P,51-60,1,Kagoshima,7
M.I.P,51-60,1,Kanagawa,14
M.I.P,51-60,1,Kochi,2
M.I.P,51-60,1,Kumamoto,1
M.I.P,51-60,1,Kyoto,6
M.I.P,51-60,1,Mie,1
M.I.P,51-60,1,Miyagi,3
M.I.P,51-60,1,Miyazaki,3
M.I.P,51-60,1,Nagano,4
M.I.P,51-60,1,Naoasaki,3
M.I.P,51-60,1,Nara,3
M.I.P,51-60,1,Niigata,1
M.I.P,51-60,1,Oita,1
M.I.P,51-60,1,Okayama,9
M.I.P,51-60,1,Osaka,17
M.I.P,51-60,1,Saga,2
M.I.P,51-60,1,Saitama,11
M.I.P,51-60,1,Shiga,1
M.I.P,51-60,1,Shizuoka,9
M.I.P,51-60,1,Tochigi,2
M.I.P,51-60,1,Tokushima,3
M.I.P,51-60,1,Tokyo,27
M.I.P,51-60,1,Toyama,1
M.I.P,51-60,1,Wakayama,1
M.I.P,51-60,1,Yamagata,2
M.I.P,51-60,1,Yamaguchi,11
M.I.P,51-60,2,Aichi,1
M.I.P,51-60,2,Fukuoka,4
M.I.P,51-60,2,Fukushima,1
M.I.P,51-60,2,Hiroshima,1
M.I.P,51-60,2,Hokkaido,1
M.I.P,51-60,2,Hyōgo,1
M.I.P,51-60,2,Ibaraki,1
M.I.P,51-60,2,Ishikawa,1
M.I.P,51-60,2,Kanagawa,1
M.I.P,51-60,2,Kyoto,1
M.I.P,51-60,2,Miyagi,1
M.I.P,51-60,2,Niigata,1
M.I.P,51-60,2,Okayama,1
M.I.P,51-60,2,Shimane,1
M.I.P,51-60,2,Shizuoka,1
M.I.P,51-60,2,Tokyo,1
M.I.P,51-60,2,Tottori,1
M.I.P,51-60,2,Yamaguchi,2
M.I.P,61-64,1,Aomori,2
M.I.P,61-64,1,Ehime,1
M.I.P,61-64,1,Fukui,1
M.I.P,61-64,1,Fukuoka,2
M.I.P,61-64,1,Fukushima,1
M.I.P,61-64,1,Gifu,1
M.I.P,61-64,1,Hyōgo,4
M.I.P,61-64,1,Ishikawa,1
M.I.P,61-64,1,Kagawa,1
M.I.P,61-64,1,Kagoshima,2
M.I.P,61-64,1,Kanagawa,2
M.I.P,61-64,1,Kyoto,1
M.I.P,61-64,1,Mie,1
M.I.P,61-64,1,Nagano,2
M.I.P,61-64,1,Naoasaki,1
M.I.P,61-64,1,Oita,1
M.I.P,61-64,1,Osaka,4
M.I.P,61-64,1,Saitama,2
M.I.P,61-64,1,Shizuoka,4
M.I.P,61-64,1,Tokyo,1
M.I.P,61-64,1,Wakayama,2
M.I.P,61-64,1,Yamaguchi,2
M.I.P,61-64,2,Naoasaki,1
