Policy Type Name,a_group,Policyholder'S_Gender,application Channel,detail,application Channel Count
Whole life,51-60,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),1428
Whole life,51-60,2,60,Existing Policyholder,4573
Whole life,51-60,2,70,Group,368
Whole life,51-60,2,99,Other,1385
Whole life,51-60,2,A1,Conversion Policy,32
Whole life,51-60,2,,,2045
Whole life,51-60,3,,,2
Whole life,61-64,1,00,Migrating Special,40
Whole life,61-64,1,10,apply by self,13
Whole life,61-64,1,20,Introduced by employee,5
Whole life,61-64,1,25,Introduced by Agency,13
Whole life,61-64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),187
Whole life,61-64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),319
Whole life,61-64,1,60,Existing Policyholder,1066
Whole life,61-64,1,70,Group,93
Whole life,61-64,1,99,Other,328
Whole life,61-64,1,A1,Conversion Policy,31
Whole life,61-64,1,,,402
Whole life,61-64,2,00,Migrating Special,38
Whole life,61-64,2,10,apply by self,21
Whole life,61-64,2,20,Introduced by employee,2
Whole life,61-64,2,25,Introduced by Agency,16
Whole life,61-64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),224
Whole life,61-64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),404
Whole life,61-64,2,60,Existing Policyholder,1059
Whole life,61-64,2,70,Group,211
Whole life,61-64,2,99,Other,462
Whole life,61-64,2,A1,Conversion Policy,11
Whole life,61-64,2,,,301
Whole life,greater than 64,1,00,Migrating Special,28
Whole life,greater than 64,1,10,apply by self,20
Whole life,greater than 64,1,25,Introduced by Agency,13
Whole life,greater than 64,1,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),164
Whole life,greater than 64,1,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),449
Whole life,greater than 64,1,60,Existing Policyholder,1257
Whole life,greater than 64,1,70,Group,195
Whole life,greater than 64,1,99,Other,458
Whole life,greater than 64,1,A1,Conversion Policy,95
Whole life,greater than 64,1,,,306
Whole life,greater than 64,2,00,Migrating Special,19
Whole life,greater than 64,2,10,apply by self,23
Whole life,greater than 64,2,20,Introduced by employee,4
Whole life,greater than 64,2,25,Introduced by Agency,14
Whole life,greater than 64,2,30,Agent him/herself and their living relatives(Short name: Oneself / living relatives),242
Whole life,greater than 64,2,40,Friends/acquaintance/Family/Relative(Short name: Friends/acquaintance/Family/Relative),610
Whole life,greater than 64,2,60,Existing Policyholder,1572
Whole life,greater than 64,2,70,Group,546
Whole life,greater than 64,2,99,Other,836
Whole life,greater than 64,2,A1,Conversion Policy,43
Whole life,greater than 64,2,,,332
